StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage, , ,Q3,Q4,Veterancy,Player Stats ,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Open Changes ,Balance Priority _1,Balance Priority _2,Balance Priority _3,Balance Priority _4,Balance Priority _5,Balance Priority _6,Balance Priority _7,Q11
2023-12-08 06:32:20,2023-12-08 06:38:05,100,344,TRUE,2023-12-08 06:38:05,R_2Cvbq6SnjTL9Dv5,anonymous,EN,Platinum - Diamond,Male,Mid,Xerath,"been on and off, but I started on season 3",,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,"I'd change the constant dashes, increasing their cooldown/costs. Same kind of big haul like durablity patch and lifesteal/omnivamp nerf.",1,3,5,6,2,4,7,
2023-12-08 07:10:59,2023-12-08 07:14:29,100,209,TRUE,2023-12-08 07:14:29,R_2zU4hHFpqRORqEX,anonymous,EN,Platinum - Diamond,Male,Support,Leona,12 years,https://www.op.gg/summoners/euw/Noob%20HK-00000,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,7,5,6,2,1,4,3,
2023-12-08 07:16:53,2023-12-08 07:19:43,100,170,TRUE,2023-12-08 07:19:44,R_2sXTKzDGskZCIXp,anonymous,EN,Platinum - Diamond,Male,Bot,Caitlyn,Before Rengar launch,https://www.op.gg/summoners/br/JabysK-BR1,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Bring back ARAM bans,3,5,4,1,2,6,7,
2023-12-08 07:25:23,2023-12-08 07:30:28,100,305,TRUE,2023-12-08 07:30:30,R_2D67ArkC5wrzpx1,anonymous,EN,Platinum - Diamond,Male,Mid,"Zed, Galio, Viktor, Orianna, Thresh, TF","started in season 4, been playing on and off since then",https://www.op.gg/summoners/eune/Tree-EUN,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,"I would balance the game a bit more around pro-play. I'd love to see variety in highest quality gameplay. For example, I'd consider it a balancing failure that a champ like Teemo can have 0 presence in pro play for years.",5,3,2,4,1,6,7,
2023-12-08 07:53:26,2023-12-08 07:56:53,100,207,TRUE,2023-12-08 07:56:54,R_W9FLQpytamI5qdr,anonymous,EN,Iron - Gold,Male,Bot,"Jhin, Ezreal, Kai'sa",4-5 years,https://www.op.gg/summoners/na/Uncle%20Bjergsen-NA1,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,ADCs not having any outplay potential from certain champions (EX: assassins),2,3,1,4,5,6,7,
2023-12-08 07:52:29,2023-12-08 08:05:21,100,771,TRUE,2023-12-08 08:05:22,R_2SIelWhNLwKtnHs,anonymous,EN,Platinum - Diamond,Male,Support,Marksmen and Engagers,10 Years,https://www.op.gg/summoners/lan/Alnimaaa-LAN,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,3,1,2,4,7,5,6,A clear identity for a champion regarding role.
2023-12-08 08:01:32,2023-12-08 08:08:00,100,388,TRUE,2023-12-08 08:08:01,R_vdDxfoGxbZKbNPX,anonymous,EN,Iron - Gold,Male,Mid,Syndra,7 yeArs,Corey grim#euw,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,"Rework frustrating to play against abilities. Invulnerable, stealth. Like fizz, Evelynn shaco, zed range.",1,2,3,6,4,7,5,
2023-12-08 08:17:30,2023-12-08 08:18:47,100,76,TRUE,2023-12-08 08:18:47,R_2wzO1jNLVabjneK,anonymous,EN,Platinum - Diamond,Male,Top,Jax renekton,,wegojim21,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,voice chat,3,2,4,5,6,7,1,
2023-12-08 08:42:36,2023-12-08 08:44:37,100,120,TRUE,2023-12-08 08:44:37,R_2zRN1HYJpzFIgVW,anonymous,EN,Iron - Gold,Male,Support,jhin,10 years,,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,more gamemodes,1,3,2,5,7,4,6,
2023-12-08 09:05:22,2023-12-08 09:08:49,100,207,TRUE,2023-12-08 09:08:50,R_12niZDZTr5CRXAT,anonymous,EN,Platinum - Diamond,Male,Bot,"Caitlyn, Ashe, kai'sa, jhin",11-12 years,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,I would try to make mid a more important role in the hopes of taking focus from the ADC role,1,2,4,6,3,7,5,
2023-12-08 11:32:24,2023-12-08 11:35:08,100,164,TRUE,2023-12-08 11:35:09,R_QlUq2kmHlX8xj9L,anonymous,EN,Platinum - Diamond,Female,Support,"Nami, Zyra",4,Aalphe#osha,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,I would give harsher punishment to inters and afks to improve the state of ranked,1,2,3,5,4,7,6,
2023-12-08 11:13:30,2023-12-08 11:37:09,100,1419,TRUE,2023-12-08 11:37:10,R_2Y99mV4Ng9i9Ejb,anonymous,EN,Iron - Gold,Male,No Preference / Fill,Rumble Thresh Jax,2014,,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Remove Heartsteel,2,3,4,5,6,7,1,
2023-12-08 11:52:12,2023-12-08 11:57:15,100,302,TRUE,2023-12-08 11:57:15,R_plNXIeJ2UrbrmI9,anonymous,EN,,Male,Jungle,,,,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,"Too late, nothing will save it",1,2,3,4,7,5,6,
2023-12-08 11:34:44,2023-12-08 12:52:16,100,4651,TRUE,2023-12-08 12:52:17,R_BXswbzQvhubsB8J,anonymous,EN,Iron - Gold,Male,No Preference / Fill,"Jarvan, Jax, Thresh, Poppy, Gragas",Since May 2018 (5.5 years),ArchInnocent#0307,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,I would improve the new player experience.,4,3,1,2,5,7,6,
2023-12-08 21:34:08,2023-12-08 21:37:20,100,191,TRUE,2023-12-08 21:37:20,R_1K6JcZXGQxzQTrb,anonymous,EN,Platinum - Diamond,Male,Support,"Renata, Sona",Right after Sett release,https://www.op.gg/summoners/na/ThePeachyShow-NA1,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,,1,2,3,4,7,5,6,
2023-12-10 19:43:19,2023-12-10 19:44:53,100,94,TRUE,2023-12-10 19:44:53,R_UsGXlAdWau2Z8id,anonymous,EN,Iron - Gold,Male,Mid,Most Mages,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,
2023-12-12 11:23:27,2023-12-12 11:29:53,100,386,TRUE,2023-12-12 11:29:54,R_1hFgJ8KR0e3DxtP,anonymous,EN,Iron - Gold,Male,No Preference / Fill,"Viego, Aphelios, Zeri, Rakan",2018,,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,"Delete Chat [keeping Time Stamps], Improve Ping System, Add a new role ""True Random"" where they actually queue you for a random role (no. Fill isnt random)o",2,4,5,1,6,3,7,"Adjust archetypes: Assassins less forgiving, Tankd less DMG, Bruiser better balance tankiness/damage"
2023-12-07 13:46:47,2023-12-07 13:49:17,70,150,FALSE,2023-12-14 13:49:23,R_2OPB4muSIjKykD9,anonymous,EN,Iron - Gold,Male,Support,"Renata, Soraka, Karma, Janna",8+ years,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,
2023-12-07 13:48:25,2023-12-07 13:50:26,70,121,FALSE,2023-12-14 13:50:28,R_1irGYdua0L5lues,anonymous,EN,Masters+,Male,Mid,"Swain, Vladimir and Kennen",Since season 2,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,,,,,,,,,
2023-12-07 13:54:14,2023-12-07 13:54:41,60,26,FALSE,2023-12-14 13:54:48,R_b8gpmUy5cetc0q5,anonymous,EN,Platinum - Diamond,Male,Jungle,Rengar,2011,,,,,,,,,,,,,,,,,,,,,
2023-12-07 13:56:34,2023-12-07 14:00:09,70,214,FALSE,2023-12-14 14:00:46,R_XFDYGs9w3NC1P7b,anonymous,EN,Platinum - Diamond,Male,Support,Pyke Thresh Draven Xerath Vel'koz Rakan,Since S2,https://www.op.gg/summoners/euw/PYKE%20OTP-LURK,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,,,,,,,,,
2023-12-07 14:08:55,2023-12-07 14:09:46,60,50,FALSE,2023-12-14 14:09:49,R_2SdwidFGmjLXsGK,anonymous,EN,Platinum - Diamond,Male,Support,Control/Engage,13 years,,,,,,,,,,,,,,,,,,,,,
2023-12-07 14:13:20,2023-12-07 14:15:03,70,102,FALSE,2023-12-14 14:15:06,R_VVvIe84ZGakIYkp,anonymous,EN,Iron - Gold,Male,Bot,"Jinx, Samira, Nilah, Caitlyn",,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,,,,,,,,,
2023-12-07 14:26:26,2023-12-07 14:26:43,60,16,FALSE,2023-12-14 14:26:47,R_31T3l4HCcgGSigI,anonymous,EN,Platinum - Diamond,Male,Support,,,,,,,,,,,,,,,,,,,,,,,
2023-12-07 14:30:29,2023-12-07 14:31:50,70,81,FALSE,2023-12-14 14:31:55,R_Cklqhszhk2Hf1ct,anonymous,EN,Platinum - Diamond,Male,Jungle,"Nocturne,Xin,Heca",Started at the end of season 2,,,,,,,,,,,,,,,,,,,,,
2023-12-07 14:43:45,2023-12-07 14:58:30,70,884,FALSE,2023-12-14 14:58:32,R_3KJkPdmrSgg6EYX,anonymous,EN,Platinum - Diamond,Male,Bot,"Kaisa, Xayah, Tristana, Jinx, Illaoi, Orin, Darius",8 years,,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,
2023-12-07 14:56:36,2023-12-07 15:02:55,60,378,FALSE,2023-12-14 15:02:57,R_2aIZ4thIbMevig8,anonymous,EN,Masters+,Male,Support,Bard,14 years,Zyko,,,,,,,,,,,,,,,,,,,,
2023-12-07 15:11:59,2023-12-07 15:12:29,60,30,FALSE,2023-12-14 15:12:30,R_1K9HJlixAYoMm7N,anonymous,EN,Platinum - Diamond,Male,Support,Thresh,Since season 1,Garendalf,,,,,,,,,,,,,,,,,,,,
2023-12-07 15:15:11,2023-12-07 15:16:26,60,74,FALSE,2023-12-14 15:16:30,R_1rJ3LrKxNvElSnp,anonymous,EN,Platinum - Diamond,Male,Bot,,,,,,,,,,,,,,,,,,,,,,,
2023-12-07 15:19:19,2023-12-07 15:19:57,60,38,FALSE,2023-12-14 15:20:01,R_ex0aVsoLiufM7rH,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-07 15:26:41,2023-12-07 15:27:30,60,49,FALSE,2023-12-14 15:27:35,R_2f3bkpT8FA1jfFA,anonymous,EN,Platinum - Diamond,Male,Jungle,"Viego, Zac, Jarvan IV",,,,,,,,,,,,,,,,,,,,,,
2023-12-07 15:50:08,2023-12-07 15:51:49,70,100,FALSE,2023-12-14 15:51:50,R_DwmXrSzOo9FA40x,anonymous,EN,Iron - Gold,Male,Jungle,Talon,7 years,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,,,,,,,,,
2023-12-07 16:20:05,2023-12-07 16:21:26,70,80,FALSE,2023-12-14 16:21:29,R_ZgaePZ8BWtzh85z,anonymous,EN,Platinum - Diamond,Male,Bot,"aphelios, jhin, kai'sa, caitlyn",3 years,gumagod#donut,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,,
2023-12-07 16:22:44,2023-12-07 16:23:11,60,27,FALSE,2023-12-14 16:23:13,R_2rnYldOr8slntLf,anonymous,EN,Platinum - Diamond,Male,Jungle,Nunu,6 years,,,,,,,,,,,,,,,,,,,,,
2023-12-07 17:04:27,2023-12-07 17:07:03,70,155,FALSE,2023-12-14 17:07:08,R_3k6fyQ42jRalMDr,anonymous,EN,Iron - Gold,Male,Top,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,
2023-12-07 17:32:55,2023-12-07 17:58:04,70,1508,FALSE,2023-12-14 17:58:11,R_2tA7rSXgXUgbRnj,anonymous,EN,Platinum - Diamond,Male,Top,"Gangplank, Camille, Corki, Viktor, Ekko, Taliyah",8 years (Nov. 2015),https://na.op.gg/summoner/userName=schuler,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,
2023-12-07 18:21:21,2023-12-07 18:22:06,60,45,FALSE,2023-12-14 18:22:13,R_1ouwYqa2cgbrKYr,anonymous,EN,Platinum - Diamond,Male,No Preference / Fill,illaoi xerath nami volibear,8 years,,,,,,,,,,,,,,,,,,,,,
2023-12-07 18:21:58,2023-12-07 18:22:28,60,29,FALSE,2023-12-14 18:22:35,R_2CftPCHmPBiTP6F,anonymous,EN,Iron - Gold,Male,Jungle,Fiddlesticks,12 years,,,,,,,,,,,,,,,,,,,,,
2023-12-07 18:25:34,2023-12-07 18:26:08,60,33,FALSE,2023-12-14 18:26:09,R_22KTd7bCfVw2KxT,anonymous,EN,Iron - Gold,Male,Mid,blitz,,,,,,,,,,,,,,,,,,,,,,
2023-12-07 18:52:50,2023-12-07 18:53:06,60,15,FALSE,2023-12-14 18:53:10,R_1gCm5pkVDu5wIQr,anonymous,EN,Iron - Gold,Male,Jungle,,,,,,,,,,,,,,,,,,,,,,,
2023-12-07 18:53:26,2023-12-07 18:54:33,60,67,FALSE,2023-12-14 18:54:37,R_28CYklFe8hPbGoA,anonymous,EN,Platinum - Diamond,Male,Jungle,"Jarvan, Nocturne, Rek'Sai",since S2,https://www.op.gg/summoners/na/Balefirex-1998,,,,,,,,,,,,,,,,,,,,
2023-12-07 19:36:18,2023-12-07 19:42:59,70,401,FALSE,2023-12-14 19:43:06,R_1OrGsMgv30nIWq2,anonymous,EN,Platinum - Diamond,Male,Mid,"Jax, Kha'Zix, Viktor, Jhin",8.5 years,https://www.op.gg/summoners/na/possum%20gaming-bor,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,,,,,,,,,
2023-12-07 20:17:41,2023-12-07 20:19:47,70,126,FALSE,2023-12-14 20:19:49,R_88QF11EgkPgMsgh,anonymous,EN,Platinum - Diamond,Male,Bot,"Kaisa, Ashe, Aphelios, Zeri, Xayah",5 years,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,
2023-12-07 20:21:27,2023-12-07 20:21:50,60,22,FALSE,2023-12-14 20:21:50,R_1d5r2WrtDuwOqiZ,anonymous,EN,Platinum - Diamond,Male,Support,,,,,,,,,,,,,,,,,,,,,,,
2023-12-07 20:30:07,2023-12-07 20:31:43,60,95,FALSE,2023-12-14 20:31:44,R_2ttWKomArhuQLo9,anonymous,EN,Platinum - Diamond,Male,Support,Leona,10 years,,,,,,,,,,,,,,,,,,,,,
2023-12-07 22:09:11,2023-12-07 22:17:35,70,504,FALSE,2023-12-14 22:17:43,R_Qiu68DS1CQ5SxEJ,anonymous,EN,Platinum - Diamond,Male,Support,"Thresh, Blitz, Alistar, Braum",Since 2014,jdoyle2457,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,
2023-12-07 22:52:21,2023-12-07 22:52:53,60,31,FALSE,2023-12-14 22:52:54,R_2TQYiNNNrhqJ0UG,anonymous,EN,Iron - Gold,Male,Support,Maokai lux blitzcrank,Not long ,,,,,,,,,,,,,,,,,,,,,
2023-12-08 01:33:33,2023-12-08 01:36:17,70,164,FALSE,2023-12-15 01:36:23,R_3ksJcBwSbi4fl2Y,anonymous,EN,Iron - Gold,,Support,"Thresh, Soraka and Sona",,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,,,
2023-12-08 02:53:58,2023-12-08 02:59:52,70,353,FALSE,2023-12-15 02:59:53,R_tRsgLMAVuuy38FH,anonymous,EN,Platinum - Diamond,Male,Bot,"Zeri, Lucian, pyke, rell, xayah, kaisa",12 years,"mirelyn#eune, Angel603#eune, 1 of 5 pigs#milk",Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,,,,,,,,,
2023-12-07 19:45:15,2023-12-10 01:27:49,70,193354,FALSE,2023-12-17 01:27:54,R_241nTc37lCGN6s1,anonymous,EN,Iron - Gold,Male,Top,"Quinn, Vayne",since season 3,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,,,,,,,,,
2023-12-13 14:04:37,2023-12-13 14:04:47,60,9,FALSE,2023-12-20 14:05:13,R_5waksZSDYSyzqWN,anonymous,EN,Platinum - Diamond,Female,Mid,,,,,,,,,,,,,,,,,,,,,,,
2024-01-03 12:58:54,2024-01-03 13:01:45,100,170,TRUE,2024-01-03 13:01:46,R_8eldV6LRsurgbqK,anonymous,EN,Platinum - Diamond,Male,Mid,Vladimir,Since 2014,https://www.op.gg/summoners/euw/%CE%9Aazm-EUW,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,7,4,5,3,2,1,6,
